Course Number,Course Name,Credit Count,Prerequisites,Color Group
MUSP 473,"Private Cello 4 1,",3,Permission of instructor,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSP 474,"Private Double Bass 4 1,",3,Permission of instructor,N/A
MUSP 476,"Private Classical Guitar 4 1,",3,Permission of instructor,N/A
MUSP 478,"Private Electric Guitar 4 1,",3,Permission of instructor,N/A
MUSP 479,"Private Electric Bass 4 1,",3,Permission of instructor,N/A
MUSP 481,"Private Flute 4 1,",3,Permission of instructor,N/A
MUSP 482,"Private Oboe 4 1,",3,Permission of instructor,N/A
MUSP 483,"Private Clarinet 4 1,",3,Permission of instructor,N/A
MUSP 484,"Private Saxophone 4 1,",3,Permission of instructor,N/A
MUSP 485,"Private Bassoon 4 1,",3,Permission of instructor,N/A
MUSP 486,"Private Percussion 4 1,",3,Permission of instructor,N/A
MUSP 491,"Private Instrument 4 1,",3,Permission of instructor,N/A
MUSP 493,Advanced Choral Conducting,3,Permission of Instructor,N/A
MUSP 497,Advanced Instrumental Conducting,3,N/A,N/A
MUSP 498,Senior Capstone Project or Recital,0-1,N/A,N/A
NPL 273,Introduction to the Nonprofit Sector,3,N/A,N/A
NPL 460,Administering Cultural Organizations,3,N/A,N/A
NPL 473,Advanced Workshop in Nonprofit Leadership,3,N/A,N/A
Designed as,"the sequel to NPL 273, this course",addresses,N/A,N/A
Prerequisite: NPL,"273, or by",special,N/A,N/A
NPL 485,Selected Topics,1-3,N/A,N/A
NPL 486,Fundraising for Nonprofits,3,N/A,N/A
NPL 488,Financial Management for Nonprofits,3,N/A,N/A
NPL 497,Internship: Nonprofit Leadership,3,N/A,N/A
NURS 236,Family & Societal Inquiry,for,N/A,N/A
NURS 236,Family & Societal Inquiry,for,N/A,N/A
Prerequisites: ENG,"101,",NURS,N/A,N/A
330 2024-2025,Undergraduate,Catalog,N/A,N/A
NURS 282,Pathophysiology for Healthcare Professionals,3,N/A,N/A
C in,BIOL 201 and BIOL 202 in order to enroll in,NURS,N/A,N/A
Prerequisites: BIOL,201 and BIOL 202 OR BIOL 220 and,BIOL,N/A,N/A
NURS 284,Pharmacology for Healthcare Professionals,3,N/A,N/A
in BIOL,220 and BIOL 330 in order to enroll in,NURS,N/A,N/A
Prerequisites: Minimum,of a C in BIOL 220 and,BIOL,N/A,N/A
NURS 286,Relationship-Based Care,3,N/A,N/A
NURS 301,Cultural Health Immersion: Study Abroad,3,N/A,Gold
NURS 310,Professional Nursing,3,N/A,N/A
NURS 311,Physiologic Integrity I,4,N/A,N/A
NURS 312,Pharmacology for Nurses,3,N/A,N/A
NURS 313,Assessment and Nursing Procedures,4,N/A,N/A
NURS 317,Nursing Simulation and Procedures I,1,N/A,N/A
NURS 320W,Critical Inquiry and,Evidence-based,N/A,N/A
NURS 333,Professional Nursing,3,N/A,N/A
NURS 334,Physiologic Integrity I,4,N/A,N/A
NURS 335,Family and Societal Nursing Inquiry,3,N/A,N/A
NURS 336,Assessment and Nursing Procedures,5,N/A,N/A
NURS 350W,Critical Inquiry in Nursing,3,N/A,N/A
Prerequisites: NURS,"310, NURS 311, NURS 312, NURS 313,",NURS,N/A,N/A
NURS 351,Physiologic Integrity II,5,N/A,N/A
Prerequisites: NURS,"310, NURS 311, NURS 312, NURS 313,",NURS,N/A,N/A
NURS 353,Psychosocial Integrity,3,N/A,N/A
Prerequisites: NURS,"310, NURS 311, NURS 312, NURS 313,",NURS,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
NURS 356,"Nursing Care of Families I: Perinatal,",Sexual,N/A,N/A
Prerequisites: NURS,"310, NURS 311, NURS 312, NURS 313,",NURS,N/A,N/A
NURS 357,Nursing Simulation and Procedures II,2,N/A,N/A
Prerequisites: NURS,"310, NURS 311, NURS 312, NURS 313,",NURS,N/A,N/A
NURS 362,Family and Societal Nursing for RNs,4,,N/A
NURS 363,Critical Inquiry in Nursing,2,N/A,N/A
NURS 364,Physiologic Integrity II,5,N/A,N/A
Prerequisites: NURS,"284, NURS 330, NURS 333, NURS 334,",NURS,N/A,N/A
NURS 365,Nursing Care of Families in Transition I,7,N/A,N/A
Prerequisites: NURS,"333, NURS 334, NURS 335,",NURS,N/A,N/A
NURS 366,"Quality, Safety and Informatics in Healthcare",2,N/A,N/A
NURS 382,Holistic Nursing Assessment and Practice,4,RN Licensure. Admission to the RN Baccalaureate,Gold
NURS 382,Holistic Nursing Assessment and Practice,4,N/A,N/A
NURS 398,CPT: Co-Operative Experience,0,N/A,N/A
undergraduate international,F-1 pre-nursing/nursing students,to,N/A,N/A
NURS 401,Cultural Immersion in Nursing Practice for RNs,3,N/A,N/A
NURS 410,"Quality, Safety and Informatics in Healthcare",3,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
NURS 411,Physiologic Integrity III,5,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
NURS 413,Population Focused Care,3,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
332 2024-2025,Undergraduate,Catalog,N/A,N/A
NURS 416,Family Transitions in Vulnerable Populations,2,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
NURS 417,Nursing Simulation and Procedures III,1,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
NURS 420,"Quality, Safety, Value and Informatics in",Nursing,N/A,N/A
NURS 426,Nursing Care of Families,II:,N/A,N/A
NURS 426,Nursing Care of Families,II:,N/A,N/A
nursing care,of children and adolescents (ages 0-18) to,help,N/A,N/A
Prerequisites: NURS,"350W, NURS 351, NURS 353, NURS 356,",NURS,N/A,N/A
NURS 433,Community Oriented Nursing Inquiry,4,N/A,N/A
Prerequisites: NURS,"363, NURS 364, NURS 365,",NURS,N/A,N/A
NURS 434,Physiologic Integrity III,4,N/A,N/A
Prerequisites: NURS,"363, NURS 364, NURS 365,",NURS,N/A,N/A
NURS 435,Nursing Care of Families in Transition II,3,N/A,N/A
Prerequisites: NURS,"363, NURS 364, NURS 365,",NURS,N/A,N/A
NURS 436,Psychosocial Integrity,4,N/A,N/A
Prerequisites: NURS,"363, NURS 364, NURS 365, NURS 366,",PSYC,N/A,N/A
NURS 444,Healthcare Innovation and Entrepreneurship,4,N/A,N/A
NURS 444,Healthcare Innovation and Entrepreneurship,4,N/A,N/A
NURS 445,Legal and Ethical Issues in Health Informatics,4,N/A,N/A
NURS 445,Legal and Ethical Issues in Health Informatics,4,N/A,N/A
NURS 450,Nursing Leadership & Management,3,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
NURS 451,Physiologic Integrity IV,4,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
NURS 456,Societal and Global Health: Implications for,Families,N/A,N/A
NURS 456,Societal and Global Health: Implications for,Families,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
NURS 457,Nursing Simulation and Procedures IV,1,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
Prerequisites: NURS,"410, NURS 411, NURS 413, NURS 416,",NURS,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
NURS 458,Professional Role Integration,3,N/A,N/A
Prerequisites: NURS,"450,",NURS,N/A,N/A
NURS 463,Nursing Leadership and Management,3,N/A,N/A
Prerequisites: NURS,"433, NURS 434, NURS 435,",NURS,N/A,N/A
NURS 464,Physiologic Integrity IV,4,N/A,N/A
Prerequisites: NURS,"433, NURS 434, NURS 435,",NURS,N/A,N/A
NURS 465,Nursing Care of Families in Crisis,2,N/A,N/A
Prerequisites: NURS,"433, NURS 434, NURS 435,",NURS,N/A,N/A
NURS 466,Professional Role Integration,4,N/A,N/A
Prerequisites: NURS,"463,",NURS,N/A,N/A
NURS 482W,Population-Based Public,Health,N/A,N/A
Prerequisites: NURS,"320, NURS 382. RN Licensure. Admission to",the,N/A,N/A
NURS 490,Workshop,1-3,N/A,N/A
NURS 491,In-Service,1-5,N/A,N/A
NURS 492,Nursing Capstone and Leadership,for,N/A,N/A
NURS 492,Nursing Capstone and Leadership,for,N/A,N/A
program as,"a final course, may be taken with other 400",level,N/A,N/A
Prerequisites: RN,"Licensure; NURS 320, NURS 362, NURS",382.,N/A,N/A
Corequisites: NURS,"402, NURS 420,",NURS,N/A,N/A
NURS 495,An Interprofessional Approach to Integrative,and,N/A,N/A
NURS 495,An Interprofessional Approach to Integrative,and,N/A,N/A
NURS 497,Internship,1,N/A,N/A
NURS 499,Individual Study,1-5,N/A,N/A
PHIL 100W,Introduction to Philosophy,3,N/A,N/A
PHIL 101W,Philosophical Problem: The Mind-Body,Problem3,N/A,N/A
PHIL 110,Logic and Critical Thinking,3,N/A,N/A
PHIL 112W,Scientific Reasoning,3,N/A,N/A
PHIL 115W,"Philosophy of Race, Class and Gender",3,N/A,N/A
334 2024-2025,Undergraduate,Catalog,N/A,N/A
PHIL 120W,Introduction to Ethics,3,N/A,N/A
PHIL 122W,Introduction to Asian Philosophy,3,N/A,Purple
PHIL 205W,"Culture, Identity, and Diversity",3,N/A,N/A
PHIL 222W,Medical Ethics,3,N/A,N/A
PHIL 224,Business Ethics,3,N/A,N/A
PHIL 224W,Business Ethics,3,N/A,N/A
PHIL 226W,Environmental Ethics,3,N/A,N/A
PHIL 240W,"Law, Justice & Society",3,N/A,N/A
PHIL 311,Symbolic Logic,3,N/A,N/A
PHIL 321W,Social & Political Philosophy,3,N/A,N/A
PHIL 322W,Ethical Theory,3,N/A,N/A
Prerequisites: Select,"one course: PHIL 120W, PHIL 222W, PHIL","224W,",N/A,N/A
Prerequisites: Select,"one course: PHIL 120W, PHIL 222W, PHIL","224W,",N/A,N/A
PHIL 323W,Philosophy of Economics,3,N/A,N/A
PHIL 334W,History of Philosophy: Classical Philosophy,3,N/A,N/A
PHIL 336W,History of Philosophy: Renaissance,and,N/A,N/A
PHIL 336W,History of Philosophy: Renaissance,and,N/A,N/A
PHIL 337,19th Century Philosophy,3,N/A,N/A
Philosophers and,philosophies of the,19th,N/A,N/A
PHIL 358W,Topics in Asian Philosophy,3,N/A,N/A
PHIL 361,Philosophy of Religion,3,N/A,N/A
PHIL 400,The Philosophy of Immanuel Kant,3,N/A,N/A
PHIL 405,The Philosophy of Ludwig Wittgenstein,3,N/A,N/A
PHIL 410,Philosophy of Language,3,N/A,N/A
PHIL 420,Epistemology,3,N/A,N/A
PHIL 430,Metaphysics,3,N/A,N/A
PHIL 437,Contemporary Philosophy,3,N/A,N/A
Major philosophers,and philosophies of the late,20th,N/A,N/A
PHIL 440,Philosophy of Law,3,N/A,N/A
PHIL 450,(1-3) Special Topics,1-3,N/A,N/A
PHIL 455,Existentialism & Phenomenology,3,N/A,N/A
PHIL 460,Philosophy of the Arts,3,N/A,N/A
PHIL 465,Philosophy of Film,3,N/A,N/A
PHIL 474,Philosophy of the Mind,3,N/A,N/A
PHIL 475,Philosophical Issues in Cognitive Science,3,N/A,N/A
PHIL 476,Philosophy of Perception,3,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
PHIL 477,Animal Minds,3,N/A,N/A
PHIL 480,Philosophy of Science,3,N/A,N/A
PHIL 481,Philosophy of Biology,3,N/A,N/A
PHIL 482,Philosophy of Social Science,3,N/A,N/A
PHIL 490,Workshop,1-6,N/A,N/A
PHIL 491,In-Service,1-6,N/A,N/A
PHIL 497,Philosophy-Cognitive Science Thesis,3,N/A,N/A
PHIL 499,(1-6) Individual Study,1-6,N/A,N/A
PHYS 101,Introductory Physics,3,N/A,N/A
PHYS 105,"Time, Atomic Clocks, and Relativity",3,N/A,N/A
PHYS 150,Explorations in Physics,1,N/A,N/A
PHYS 211,Principles of Physics I,4,N/A,N/A
Prerequisites: Either,"MATH 112 and MATH 113, or",MATH,N/A,N/A
PHYS 212,Principles of Physics II,4,N/A,N/A
PHYS 212,Principles of Physics II,4,N/A,N/A
PHYS 220,Skills for Introductory Physics,2,N/A,N/A
PHYS 220,focuses on mathematical methods for,introductory,N/A,N/A
PHYS 221,General Physics I,4,N/A,N/A
"gravitation, and",oscillation. Lecture and Laboratory. MATH,121,N/A,N/A
taken concurrently.,High school physics or PHYS 101 is,also,N/A,N/A
taken concurrently.,High school physics or PHYS 101 is,also,N/A,N/A
PHYS 222,General Physics II,3,N/A,N/A
induction. Lecture,only. (Associated laboratory course is,PHYS,N/A,N/A
MATH 121,must be completed with a “C” or better prior to,taking,N/A,N/A
course. MATH,122 must be completed before taking this course,or,N/A,N/A
Prerequisites: MATH,121 with a “C” or better; PHYS 221 with a,“C”,N/A,N/A
Prerequisites: MATH,121 with a “C” or better; PHYS 221 with a,“C”,N/A,N/A
PHYS 223,General Physics III,3,N/A,N/A
(Associated laboratory,course is PHYS 233.) Pre: MATH 121,with,N/A,N/A
“C” or,better; and PHYS 221 with a “C” or better. MATH 122,must,N/A,N/A
Prerequisites: MATH,121 with a “C” or better; and PHYS 221 with a,“C”,N/A,N/A
Prerequisites: MATH,121 with a “C” or better; and PHYS 221 with a,“C”,N/A,N/A
PHYS 232,General Physics II Laboratory,1,N/A,N/A
accompanying PHYS,222. Experiments involving electric,and,N/A,N/A
Prerequisites: PHYS,221 with a “C” or better; and PHYS 222,or,N/A,N/A
PHYS 233,General Physics III Laboratory,1,N/A,N/A
course accompanying,PHYS 223. Experiments,involving,N/A,N/A
Prerequisites: PHYS,221 with a “C” or better; and PHYS 223,or,N/A,N/A
336 2024-2025,Undergraduate,Catalog,N/A,N/A
PHYS 280,Lab Experiences in Physical Science,3,N/A,N/A
PHYS 335,Modern Physics I,3,N/A,N/A
Prerequisites: MATH,122; (PHYS 222 and concurrently with PHYS,223),N/A,N/A
Prerequisites: MATH,122; (PHYS 222 and concurrently with PHYS,223),N/A,N/A
PHYS 336,Modern Physics II,3,N/A,N/A
PHYS 336,Modern Physics II,3,N/A,N/A
PHYS 381,Tutoring Physics,1-3,Consent,N/A
PHYS 417,Biophysics,2,N/A,N/A
Prerequisites: MATH,"121, PHYS 212 or",PHYS,N/A,N/A
PHYS 441,Mechanics,4,N/A,N/A
Prerequisites: PHYS,222 or PHYS 223; and MATH 321,or,N/A,N/A
PHYS 447,Electricity & Magnetism I,3,N/A,N/A
Prerequisites: MATH,223 and MATH 321 and,PHYS,N/A,N/A
PHYS 448,Electricity & Magnetism II,3,N/A,N/A
Prerequisites: PHYS,223 and,PHYS,N/A,N/A
PHYS 453,Solid State Physics,3,N/A,N/A
PHYS 453,Solid State Physics,3,N/A,N/A
PHYS 457,Optics,3,N/A,N/A
Prerequisites: MATH,122 and,PHYS,N/A,N/A
PHYS 461,Quantum Mechanics,4,N/A,N/A
Prerequisites: PHYS,"335, PHYS 441, MATH 247,",MATH,N/A,N/A
PHYS 465,Computer Applications in Physics,3,N/A,N/A
some programming,"language and PHYS 212 or 222,",and,N/A,N/A
some programming,"language and PHYS 212 or 222,",and,N/A,N/A
Prerequisites: CIS,"121, MATH 122. Select one PHYS 222 or",PHYS,N/A,N/A
PHYS 473,Statistical Physics,3,N/A,N/A
Prerequisites: MATH,321 and,PHYS,N/A,N/A
PHYS 475,Advanced Laboratory,2,N/A,N/A
Prerequisites: PHYS,336,or,N/A,N/A
PHYS 475W,Advanced Laboratory,3,N/A,N/A
Prerequisites: PHYS,336,or,N/A,N/A
PHYS 482,Teaching Methods and Materials,in,N/A,N/A
PHYS 482,Teaching Methods and Materials,in,"one year of chemistry and one year of physics, or consent",N/A
PHYS 492,Seminar,1,Completed at least two upper division physics courses.,N/A
PHYS 493,Undergraduate Research,1-6,Consent,N/A
PHYS 495,Selected Topics,1-2,N/A,N/A
Prerequisites: PHYS,335 and,PHYS,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
PHYS 497,Internship,1-16,Usually Senior standing,N/A
PHYS 499,Individual Study,1-8,Consent,N/A
POL 100,Introduction to Politics,4,N/A,N/A
POL 101,Introduction to Public Life,4,N/A,N/A
POL 103W,Thinking About Politics,4,N/A,N/A
POL 104,Understanding the U.S. Constitution,4,N/A,N/A
Rejoin the,political debates of 1787 to understand the,US,N/A,N/A
POL 106,Politics in the World Community,4,N/A,N/A
POL 111,United States Government,4,N/A,N/A
POL 201,Issues in Politics,1-4,N/A,N/A
POL 221,Quantitative Methods in the Social Sciences,4,N/A,N/A
POL 231,World Politics,4,N/A,N/A
POL 234,Model United Nations,4,N/A,N/A
POL 241,Introduction to Comparative Politics,4,N/A,N/A
POL 260,Introduction to Public Policy and Administration,4,N/A,N/A
POL 271,State & Local Government,4,N/A,N/A
POL 311,Ancient & Medieval Political Philosophy,4,N/A,N/A
POL 312,Early Modern Political Philosophy,4,N/A,N/A
government from,the 15th Century through the,18th,N/A,N/A
POL 313,Modern Political Philosophy,4,N/A,N/A
A survey,of Western political philosophy from Hegel through the postmodernist writers. An examination of 19th and 20th,Century,N/A,N/A
POL 321,Democracy and Citizenship,4,N/A,N/A
POL 321,Democracy and Citizenship,4,N/A,N/A
POL 361,Public Budgeting,4,N/A,N/A
POL 410,Topics in Political Philosophy,4,N/A,N/A
338 2024-2025,Undergraduate,Catalog,N/A,N/A
POL 414,Early United States Political Thought,4,N/A,N/A
POL 415,Recent United States Political Thought,4,N/A,N/A
POL 420,Topics in Participation and Behavior,1-4,N/A,N/A
POL 422,Campaigns & Elections,4,N/A,N/A
POL 423,Political Parties,4,N/A,N/A
POL 424,Women & Politics,4,N/A,N/A
POL 426,Racial and Ethnic Politics,4,N/A,N/A
POL 427,Political Psychology,4,N/A,N/A
POL 428,"Media, Entertainment, & Politics",4,N/A,N/A
POL 430,Topics in International Relations,1-4,N/A,N/A
POL 430,Topics in International Relations,1-4,N/A,N/A
POL 431,International Relations,4,N/A,N/A
POL 431,International Relations,4,N/A,N/A
POL 433,International Organization,4,N/A,N/A
POL 433,International Organization,4,N/A,N/A
POL 434,United States Foreign Policy,4,N/A,N/A
POL 434,United States Foreign Policy,4,N/A,N/A
POL 435,"Capitalism, Nationalism, and Democracy",4,N/A,N/A
"examples, (1)",the impact of international economic,institutions,N/A,N/A
"democratization, (2)",new forms of political participation,in,N/A,N/A
"democracies, (3)",cultural and ethnic determinants,of,N/A,N/A
(4) problems,"of economic inequality in new democracies, (5)",social,N/A,N/A
gender issues,"of democratic transitions, and (6) the",relationship,N/A,N/A
gender issues,"of democratic transitions, and (6) the",relationship,N/A,N/A
POL 436,International Political Economy,4,N/A,N/A
POL 436,International Political Economy,4,N/A,N/A
POL 437,International Conflict Resolution,4,N/A,N/A
POL 437,International Conflict Resolution,4,N/A,N/A
POL 438,International Relations of East Asia,4,N/A,N/A
POL 439,Comparative Social Policy: The Welfare State in,Europe,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
POL 440,Topics in Comparative Politics,1-4,N/A,N/A
POL 440,Topics in Comparative Politics,1-4,N/A,N/A
POL 441,Russia & Neighboring States Politics,4,N/A,N/A
POL 441,Russia & Neighboring States Politics,4,N/A,N/A
POL 442,South Asia: Politics & Policy,4,N/A,N/A
POL 442,South Asia: Politics & Policy,4,N/A,N/A
POL 443,Middle East Politics,4,N/A,N/A
POL 443,Middle East Politics,4,N/A,N/A
POL 444,Conflict and Development in Latin America,4,N/A,N/A
POL 444,Conflict and Development in Latin America,4,N/A,N/A
POL 445,Asian Pacific Rim: Politics & Policy,4,N/A,N/A
POL 445,Asian Pacific Rim: Politics & Policy,4,N/A,N/A
POL 446,African Politics,4,N/A,N/A
POL 446,African Politics,4,N/A,N/A
POL 447,European Democracies,4,N/A,N/A
POL 447,European Democracies,4,N/A,N/A
POL 448,Political Development & Change,4,N/A,N/A
POL 448,Political Development & Change,4,N/A,N/A
POL 450,Topics in Public Law,1-4,N/A,N/A
POL 451,Administrative Law,4,N/A,N/A
POL 453,Constitutional Law,4,N/A,N/A
POL 454,Civil Liberties,4,N/A,N/A
development of,individual analytical abilities. Same as,LAWE,N/A,N/A
POL 455,American Legal Philosophy,4,N/A,N/A
dawn of,the 20th century to the present day. Our focus will lie with turnof-the century formalism; legal realism; the legal process,school;,N/A,N/A
from these,schools to selected controversial,20th-century,N/A,N/A
POL 460,Topics in Public Policy/Administration,1-4,N/A,N/A
POL 461,Environmental Politics,4,N/A,N/A
POL 462,Collective Bargaining: Public Sector,4,N/A,N/A
POL 463,Public Personnel Administration,4,N/A,N/A
340 2024-2025,Undergraduate,Catalog,N/A,N/A
POL 465,Food and Agriculture Policy,4,N/A,N/A
POL 466,Entertainment and Public Policy,4,N/A,N/A
government policies,"like noise ordinances, copyright","laws,",N/A,N/A
POL 467,Housing and Health Policy,4,N/A,N/A
POL 470,Topics in Institutions & Process,1-4,N/A,N/A
POL 471,Public Opinion and Polling Methods,4,N/A,N/A
POL 473,United States Congress,4,N/A,N/A
POL 474,The Presidency of the United States,4,N/A,N/A
POL 475,Judicial Process,4,N/A,N/A
of judges,and justices. Same as,LAWE,N/A,N/A
POL 476,Southern Politics,4,N/A,N/A
POL 491,Internship,1-12,N/A,N/A
POL 492,(1-5) Individual Study,1-5,N/A,N/A
PSYC 101,Introduction to Psychological Science,4,N/A,N/A
PSYC 103W,Psychology Today,3,N/A,N/A
PSYC 150,Science of Learning for College Student Success,2,N/A,N/A
PSYC 201,Statistics for Psychology,4,N/A,N/A
Prerequisites: Complete,"one course: MATH 112, MATH 113,",MATH,N/A,N/A
"MATH 121,","MATH 130, or",STAT,N/A,N/A
PSYC 202,Careers in Psychology,1,N/A,N/A
PSYC 205,Psychology of Sexual Health,4,N/A,N/A
PSYC 206,Introduction to Cognitive Science,4,N/A,N/A
PSYC 211W,Research Methods and Design,4,N/A,N/A
Prerequisites: Must,have a minimum total cumulative GPA of,2.70,N/A,N/A
instructor permission,to enroll;,PSYC,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
PSYC 219,Psychology of Diversity and Inclusion,4,N/A,N/A
PSYC 230,Child Care Psychology,3,N/A,N/A
PSYC 240,Personal Adjustment,3,N/A,N/A
PSYC 291,Tutoring Psychology,1-4,N/A,N/A
PSYC 291,Tutoring Psychology,1-4,N/A,N/A
PSYC 303,Introduction to Clinical Psychology,3,N/A,N/A
PSYC 304,Introduction to School Psychology,2,N/A,N/A
PSYC 321,Introduction to Brain and Behavior,4,N/A,N/A
PSYC 321,Introduction to Brain and Behavior,4,N/A,N/A
PSYC 325,Introduction to Cognitive Psychology,4,N/A,N/A
Prerequisites: either,"PSY 101 OR PSY 206,",not,N/A,N/A
PSYC 340,Introduction to Social Psychology,4,N/A,N/A
PSYC 340,Introduction to Social Psychology,4,N/A,N/A
PSYC 343,Introduction to Developmental Psychology,4,N/A,N/A
PSYC 343,Introduction to Developmental Psychology,4,N/A,N/A
PSYC 358,Introduction to Cultural Psychology,4,N/A,Purple
PSYC 363,Introduction,to,N/A,N/A
PSYC 363,Introduction,to,N/A,N/A
PSYC 389,Psychology and the Law,3,N/A,N/A
PSYC 398,CPT: Co-Operative Experience,0,N/A,N/A
Prerequisites: PSYC,101. At least 60 credits earned; in,good,N/A,N/A
PSYC 401,Clinical Sexuality,4,N/A,N/A
PSYC 409,History and Systems,4,N/A,N/A
PSYC 409,History and Systems,4,N/A,N/A
PSYC 410,Communicating Psychological Science,4,N/A,N/A
